id,tipo,situacao,data,hora,bairro,endereco,numero,complemento,natureza,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,latitude,longitude
7736,SEM VÍTIMA,FINALIZADA,2016-02-28,20:18:00,MADALENA,AV BEIRA RIO,825,PROX. A PONTE CAPUNGA,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0519075,-34.9050821
7738,SEM VÍTIMA,FINALIZADA,2016-02-29,06:39:00,BARRO,AV CENTRAL,,EM FRENTE A ESTAÇÃO DO BARRO,COLISÃO,COLISÃO SEM VITIMA,1,,,,,1,,,,0,-8.0880784,-34.9441308
7739,SEM VÍTIMA,FINALIZADA,2016-02-29,06:54:00,DERBY,RUA JORNALISTA PAULO BITTENCOURT,,SENTIDO   CIDADE  E/F  AO HOSPITAL  DA  RESTAURAÇÃO,COLISÃO,COLISÃO SEM VITIMA,1,,,,,1,,,,0,-8.0540457,-34.8988656
7740,SEM VÍTIMA,FINALIZADA,2016-02-29,07:21:00,APIPUCOS,RUA CORONEL JOAO BATISTA DO REGO BARROS,,EM FRENTE AO PARQUE MAXIMIANO CAMPOS,COLISÃO,COLISÃO SEM VITIMA,2,,,,,,,,,0,-8.0186001,-34.9331913
7741,SEM VÍTIMA,FINALIZADA,2016-02-29,07:29:00,BOA VIAGEM,RUA PROFESSOR JOSE BRANDAO,392,E/F AO EMPRESARIAL MASTER SENTIDO CENTRO.,COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0,-8.1118458,-34.8947337
7742,SEM VÍTIMA,FINALIZADA,2016-02-29,07:31:00,CASA FORTE,RUA ENGENHEIRO OSCAR FERREIRA,,E/F AO  HOSPITAL    ERMÍRIO DE MORAES,COLISÃO,COLISAO SEM  VITIMAS,1,,,,,,1,,,0,-8.029901,-34.9233392
7743,SEM VÍTIMA,FINALIZADA,2016-02-29,07:42:00,BOA VISTA,AV JOAO DE BARROS,,EM FRENTE A CELPE,COLISÃO,COLISÃO SEM VITIMA,2,,,,,,,,,0,-8.0478654,-34.8898184
7744,COM VÍTIMA,FINALIZADA,2016-02-29,07:51:00,VÁRZEA,AV AFONSO OLINDENSE,,SENTIDO  CAXANGA  PROX A LOMBADA   ELETRONICA  E/F A IGREJA  BATISTA,COLISÃO,COLISÃO COM  2 VITIMAS   A  ESPERA  DO  SAMU,2,1,,,,,,,,2,-8.0404006,-34.9578974
7745,SEM VÍTIMA,FINALIZADA,2016-02-29,07:49:00,BOA VIAGEM,RUA ANTONIO FALCAO,3114,E/F AO HOTEL JANGADEIRO LADO ESQUERDO DA VIA. SENTIDO SUBÚRBIO.,COLISÃO,SEM VÍTIMAS.,2,,,,,,,,,0,-8.1138215,-34.8992863
7746,SEM VÍTIMA,FINALIZADA,2016-02-29,07:51:00,CAXANGÁ,AV CAXANGA,,SENTID CIDADE  PROX   A FARMACIA  PAGUE  MENOS  E/F A ANTIGA  CELPE,COLISÃO,COLISÃO  SEM  VITIMAS,2,,,,,,,,,0,-8.0369093,-34.945404
7747,SEM VÍTIMA,FINALIZADA,2016-02-29,07:59:00,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,,SEMAFORO Nº 159,COLISÃO,COL S/V,2,,,,,,,,,0,-8.1323771,-34.9082716
7748,SEM VÍTIMA,EM ATENDIMENTO,2016-02-29,08:16:00,CAXANGÁ,AV CAXANGA,,SENTIDO  CIDADE  DE  FRONTE  A  SUPRANOR  E/F AO POSTO DE GASOLINA  BR,COLISÃO,COLISÃO  SEM  VITIMAS,1,,,,,,1,,,0,-8.0369093,-34.945404
7749,SEM VÍTIMA,FINALIZADA,2016-02-29,08:33:00,GRAÇAS,RUA DONA ANUNCIADA,168,PROXÍMO AO EDIFICIO GEGE BANDEIRA,COLISÃO,COLISÃO SEM VITIMA,3,,,,,,,,,0,-8.0460336,-34.8993182
7750,SEM VÍTIMA,CANCELADA,2016-02-29,08:53:00,BOA VIAGEM,RUA BALTAZAR PASSOS,520,E/F  AO COLEGIO  FAZER  EVOLUIR,COLISÃO,COLISÃO  SEM  VITIMAS,2,,,,,,,,,0,-8.1427177,-34.9096832
7751,SEM VÍTIMA,FINALIZADA,2016-02-29,09:03:00,DERBY,PTE ESTACIO COIMBRA,,EM CIMA DA PONTE ESTACIO COIMBRA,COLISÃO,COL.S/V SET.SUB,2,,,,,,,,,0,-8.0574204,-34.900645
7752,SEM VÍTIMA,FINALIZADA,2016-02-29,10:03:00,BOA VIAGEM,RUA DUQUE ESTRADA,,EM FRENTE DA BRENNE,COLISÃO,COL.S/V SET.SUB,2,,,,,,,,0,0,-8.1121812,-34.9045968
7753,COM VÍTIMA,FINALIZADA,2016-02-29,10:06:00,MACAXEIRA,AV NORTE,,PROXIMO TI  DA MACAXEIRA SENT. SUB,ATROPELAMENTO ANIMAL,CACHORRO,,,,,,,,,,1,-8.0276204,-34.9035067
7754,SEM VÍTIMA,FINALIZADA,2016-02-29,10:07:00,SANTO AMARO,AV CRUZ CABUGA,,EM FRENTE AO DER / SENTIDO CIDADE,COLISÃO,COLISÃO SEM VITIMA,,,,,,1,,1,,0,-8.0458417,-34.8757468
7755,SEM VÍTIMA,CANCELADA,2016-02-29,10:11:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,4777,PROX  AO MERCADO DE BOA VIAGEM  E/F  AO BANCO DO BRADESCO,,COLISÃO  SEM VITIMAS,,,,,,,,,,0,-8.1303702,-34.9008415
7756,SEM VÍTIMA,FINALIZADA,2016-02-29,10:18:00,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,,EM CIMA DO VIADUTO DA JOANA BEZERRA,COLISÃO,COL.S/VSET.OLINDA NA FAIXA DA DIREITA,2,,,,,,1,,,0,-8.064684,-34.8969725
7757,SEM VÍTIMA,FINALIZADA,2016-02-29,11:27:00,ENCRUZILHADA,AV BEBERIBE,205,EM FRENTE DA AUTO ESCOLA NOVA YORK,COLISÃO,COL.S/VSET.SUB,1,1,,,,,,,,0,-8.0355665,-34.8915763
7758,SEM VÍTIMA,FINALIZADA,2016-02-29,11:34:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EM FRENTE A TOYOLEX / SENTIDO CIDADE,COLISÃO,COLISÃO SEM VITIMA,1,,,,,1,,,,0,-8.1134632,-34.912731
7759,SEM VÍTIMA,CANCELADA,2016-02-29,11:36:00,TORRÕES,EST DO FORTE DO ARRAIAL N. DO B. JESUS,,E/F AO RESTAURANTE YOKI (SEMÁFORO Nº 375),COLISÃO,SEM VÍTIMAS,1,,,,,,1,,,0,-8.0549641,-34.9297596
7760,SEM VÍTIMA,CANCELADA,2016-02-29,12:24:00,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,406,E/F AO SUPERMERCADO MELODIA,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.1290274,-34.9028401
7761,SEM VÍTIMA,FINALIZADA,2016-02-29,12:55:00,IPUTINGA,RUA EMILIANO BRAGA,,E/F AO PARAIBANUS BAR RUA DE ACESSO DE RETORNO PARA BR101 RUA DE ACESSO A LATERAL DO ESCRITORIO DO WALMART BRASIL.,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.0405875,-34.9413387
7762,SEM VÍTIMA,CANCELADA,2016-02-29,13:02:00,AFLITOS,AV CONS ROSA E SILVA,1205,ANTES DO CLUBE COUNTRY E/F DO EMPRESARIALA CASA GRANDE,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,0,,,,,,,0,-8.040961,-34.8986824
7763,SEM VÍTIMA,FINALIZADA,2016-02-29,13:20:00,SANTO AMARO,AV CRUZ CABUGA,,CRUZ VISC. DE SUASSUNA SENTIDO CIDADE E/F A ESCOLA SIZENANDO SILVEIRA.,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.0458417,-34.8757468
7764,SEM VÍTIMA,FINALIZADA,2016-02-29,14:02:00,IPUTINGA,RUA AMBROSIO MACHADO,,ENCONTRAM-SE NA RUA AO LADO AUTO ESCOLA PILOTO SENTIDO CIDADE,COLISÃO,01 AUTO 01 MOTO,1,1,,,,,,,,0,-8.046295,-34.9357725
7765,COM VÍTIMA,FINALIZADA,2016-02-29,17:04:00,TOTÓ,RUA ONZE DE AGOSTO,,E/F CONDOMINIO JARDIM BOTANICO EM FRENTE AO CAUSE CENTRO DA JUVENTUDE,COLISÃO,ENTRE UM AUTO E UMA MOTO,,,,,,,,,,1,-8.0436852,-34.9303677
7766,SEM VÍTIMA,EM ATENDIMENTO,2016-02-29,17:32:00,GRAÇAS,PRC DO ENTRONCAMENTO,72,E/F AO BANCO ITAÚ,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.0500988,-34.8972084
7767,SEM VÍTIMA,EM ATENDIMENTO,2016-02-29,18:03:00,CASA AMARELA,RUA DA HARMONIA,805,PX AO COLEGIO APOIO,CHOQUE,CHOQUE DE VEICULO EM POSTO (FIOS NA VIA ) E MURO,1,,,,,,,,,0,-8.0307817,-34.914901
7768,SEM VÍTIMA,CANCELADA,2016-02-29,18:11:00,BONGI,RUA DR SEVERINO JATOBA,1180,CRUZAMENTO COM A ESTRADA VELHA DO BONGI,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0652398,-34.9186475
7769,COM VÍTIMA,CANCELADA,2016-02-29,18:17:00,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,AO LADO DO ESTACIONAMENTO DO TACARUNA SENTIDO OLINDA,COLISÃO,COLISÃO ENTRE AUTO E MOTO,1,1,,,,,,,,1,-8.0451621,-34.8892415
7770,SEM VÍTIMA,FINALIZADA,2016-02-29,18:39:00,PARNAMIRIM,RUA MIZAEL MONTENEGRO,71,AO LADO DO PÃO DE AÇUCAR DE PARNAMIRIM,COLISÃO,CAMINHÃO E AUTO,1,,,,,,1,,,0,-8.0322953,-34.9089177
7771,COM VÍTIMA,EM ATENDIMENTO,2016-02-29,18:44:00,IPSEP,AV MARECHAL MASCARENHAS DE MORAES,,EM BAIXO DO VIADULTO TRANQUEDO NEVES,COLISÃO,,1,,,,,1,,,,1,-8.1134632,-34.912731
7772,COM VÍTIMA,FINALIZADA,2016-02-29,22:19:00,CABANGA,AV SUL,1450,NA ENTRADA DO QUARTEL DO EXERCITO,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,-8.0778172,-34.898097
7773,SEM VÍTIMA,CANCELADA,2016-02-29,23:16:00,CAXANGÁ,AV CAXANGA,,SEMAFORO 232,COLISÃO,COLISAO ENTRE ONIBUS E CARRO,1,,,,,1,,,,0,-8.0369093,-34.945404
7774,SEM VÍTIMA,FINALIZADA,2016-08-17,09:28:00,JORDÃO,RUA FRANCISCO BELTRAO,140,RUA DO CALDO DE CANA,COLISÃO,S/V,1,,,,,1,,,,0,-8.1249171,-34.9347835
7775,SEM VÍTIMA,FINALIZADA,2016-08-17,10:03:00,IPSEP,RUA PINTOR LULA CARDOSO AYRES,595,EM FRENTE A O ARMAZEM RECIFER S/ AEROPOR/SEMAF 319,COLISÃO,S/V,2,,,,,,,,,0,-8.1198598,-34.9214732
7776,SEM VÍTIMA,FINALIZADA,2016-08-17,11:38:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,1288,EM FRENTE DA LOJA BATERIAS MOURAS,COLISÃO,COL.S/VSET SUB,2,,,,,,,,,0,-8.0943061,-34.9094607
7777,SEM VÍTIMA,FINALIZADA,2016-08-17,11:43:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,APÓS CRUZAMENTO DA AV. GEN. MARC ARTHUR SENTIDO AEROPORTO,COLISÃO,ENGAVETAMENTO ENTRE TRÊS AUTOS SEM VÍTIMA,3,,,,,,,,,0,-8.1134632,-34.912731
7778,SEM VÍTIMA,FINALIZADA,2016-08-17,12:03:00,IBURA,RUA VALE DO ITAJAI,17,PROX DA UPA DE LAGOA ENCANTADA,COLISÃO,COLISAO DE DOIS AUTOS S/V,1,,,,,1,,,,0,-8.1311406,-34.9498175
7779,SEM VÍTIMA,CANCELADA,2016-08-17,12:07:00,AFLITOS,AV CONS ROSA E SILVA,,PROX AO CLUBE NAUTICO E/F A ARPE INCRA,COLISÃO,01 ONIBUS 01 CARROÇA,,,,,,1,,,1,0,-8.0413191,-34.8982291
7780,COM VÍTIMA,FINALIZADA,2016-08-17,12:13:00,SANTO AMARO,AV CRUZ CABUGA,585,E/F AO SANTANDER,COLISÃO,COLISAO ENTRE MOTOS,,2,,,,,,,,1,-8.0490994,-34.878474
7781,SEM VÍTIMA,FINALIZADA,2016-08-17,12:20:00,CAXANGÁ,AV CAXANGA,229,SENT CIDADE / EM FRENTE AO POSTO BR,COLISÃO,ONIBUS E  AUTO,1,,,,,1,,,,0,-8.0560245,-34.9111428
7782,SEM VÍTIMA,FINALIZADA,2016-08-17,12:29:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,COM A RUA ARTUR MUNIZ / EM FRENTE AO SPETUS,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.1111171,-34.8927465
7783,SEM VÍTIMA,FINALIZADA,2016-08-17,12:52:00,VASCO DA GAMA,AV NORTE,,POSTO BR - PX A ENTRADA DO VASCO DA GAMA,COLISÃO,COLISAO ENTRE AUTO E CAMINHAO,1,,,,,,1,,,0,-8.0185902,-34.9184612
7784,SEM VÍTIMA,FINALIZADA,2016-08-17,12:59:00,APIPUCOS,RUA DE APIPUCOS,,APOSLADO DO AÇUDE DE APIPUCOS / COM A RUA JOAO BATISTA R. BARROS - SEMAFORO 540,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.0234772,-34.9305203
7785,SEM VÍTIMA,FINALIZADA,2016-08-17,13:24:00,MADALENA,AV VISCONDE DE ALBUQUERQUE,,AO LADO DA FARMACIA BIG BEM,COLISÃO,COLISAO ENTRE ACAMINHAO E AUTO,1,,,,,,1,,,0,-8.0535603,-34.9067618
7786,COM VÍTIMA,FINALIZADA,2016-08-17,14:15:00,BOA VISTA,RUA DO HOSPICIO,,CRUZAMENTO COM A RUA RIACHUELO  O SEMAFORO 092,ATROPELAMENTO,ATROPELAMENTO COM UMA VITIMA,1,,,,1,,,,,1,-8.0584269,-34.8834188
7787,SEM VÍTIMA,FINALIZADA,2016-08-17,14:37:00,BOA VIAGEM,RUA AMALIA BERNARDINO DE SOUZA,,AO LADO DA FACULDADE MAURICIO DE NASSAU APÓS DO VD DO CARREFOUR.,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.1253484,-34.9082967
7788,SEM VÍTIMA,FINALIZADA,2016-08-17,15:18:00,CAXANGÁ,RUA JOSE OSORIO,789,E/F A TOP CAR,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,0,-8.0540085,-34.9117127
7789,SEM VÍTIMA,FINALIZADA,2016-08-17,15:28:00,JAQUEIRA,RUA NETO DE MENDONCA,,E/F AO RESTAURANTE DOM GENARO,COLISÃO,COLISAO ENTRE AUTO E CAMINHAO,1,,,,,,1,,,0,-8.0362619,-34.9028083
7790,COM VÍTIMA,FINALIZADA,2016-08-17,15:48:00,BOA VIAGEM,RUA JOAO CARDOSO AIRES,,TERMINAL DO ONIBUS DE SETUBAL,COLISÃO,AUTO X MOTO,,,,,,,,,,1,-8.1416581,-34.9099297
7791,SEM VÍTIMA,FINALIZADA,2016-08-17,15:51:00,CORDEIRO,AV INACIO MONTEIRO,215,E/F AO 215,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.0473684,-34.9307999
7792,SEM VÍTIMA,FINALIZADA,2016-08-17,16:01:00,BOA VISTA,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE AO HOSPITAL MEMORIAL,COLISÃO,COLISAO DE ONIBUS E AUTO S/V,1,,,,,1,,,,0,-8.0525603,-34.8954771
7793,COM VÍTIMA,FINALIZADA,2016-08-17,16:42:00,BOA VIAGEM,RUA SA E SOUZA,225,EM FRENTE AO LABORATORIO GILSON CIDRIN,COLISÃO,MOTO E AUTO,1,1,,,,,,,,1,-8.1341328,-34.9062537
7794,SEM VÍTIMA,FINALIZADA,2016-08-17,17:09:00,AFOGADOS,RUA SAO MIGUEL,,AO LADO DO  GAPAO DA MARAVILHA MOTOS,COLISÃO,COLISAO DE CARRO DO EXERCITO E SCANIA S/V,1,,,,,,1,,,0,-8.0807445,-34.9158613
7795,SEM VÍTIMA,FINALIZADA,2016-08-17,17:18:00,ILHA DO RETIRO,RUA BENFICA,,EM FRENTE O CLUB INTERNACIONAL,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.061999,-34.9019117
7796,SEM VÍTIMA,FINALIZADA,2016-08-17,17:20:00,CASA FORTE,EST DO ENCANAMENTO,1379,COM A RUA OSCAR FERREIRA / EM FRENTE AO BAR MARUJO BAR,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.0293703,-34.9222454
7797,COM VÍTIMA,CANCELADA,2016-08-17,17:26:00,HIPÓDROMO,RUA PRUDENTE DE MORAES,484,PARALELA A GERONIMO VILELA,COLISÃO,MOTO E AUTO,1,1,,,,,,,,1,-8.02929,-34.8870238
7798,COM VÍTIMA,FINALIZADA,2016-08-17,17:57:00,MADALENA,RUA REAL DA TORRE,,MERCADO DA MADALENA,COLISÃO,SANDERO PGP 5685  PET6709 FORD MOTO KGC6787 CCH9705 ESCORT KKY4869 CORSA KKD3978 FORD RANGER,,,,,,,,,,3,-8.0489952,-34.9086515
7799,COM VÍTIMA,CANCELADA,2016-08-17,18:03:00,IMBIRIBEIRA,AV GENERAL MAC ARTHUR,,NA ESTAÇÃO ANTONIO FALCÃO,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,-8.1104155,-34.9062825
7800,SEM VÍTIMA,FINALIZADA,2016-08-17,18:18:00,ESPINHEIRO,RUA DR FERNANDO ALLAIN,,ENFR AO COLEGIO TERCEIRO MILENIO,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0426165,-34.8883163
7801,COM VÍTIMA,FINALIZADA,2016-08-17,20:38:00,IMBIRIBEIRA,RUA ANTONIO FALCAO,,APOS A ESTAÇAO SENTIDO IPSEP,CHOQUE,VEICULO CHOCOU-SE NUMA BARRACA DE ESPETINHO C/V,1,,,,,,,,,1,-8.1120543,-34.902796
7802,SEM VÍTIMA,CANCELADA,2016-08-17,22:15:00,ÁGUA FRIA,EST VELHA DE AGUA FRIA,,PROX AO DNOCS,COLISÃO,DOIOS AUTO VT 12 NO LOCAL,2,,,,,,,,,0,-8.0210303,-34.8962603
7803,SEM VÍTIMA,FINALIZADA,2016-08-17,22:12:00,TOTÓ,RUA PAULINO DE FARIAS,270,PROX. AO HOSPITAL OTAVIO DE FREITAS  M FRENTE A ACADEMIA NOVA ERA,COLISÃO,COLISAO ENTRE ONIBUS DA BORBOREMA E MOTO S/V,,1,,,,1,,,,0,-8.0851556,-34.9668119
7804,SEM VÍTIMA,CANCELADA,2016-08-17,22:18:00,MADALENA,RUA JOSE OSORIO,,ESQUINA COM BEIRA RIO NO SEMAFORO 387,COLISÃO,COLISAO ENTRE DOIS AUTOS S/V,2,,,,,,,,,0,-8.0536025,-34.9092043
7805,COM VÍTIMA,FINALIZADA,2016-08-17,22:33:00,ENCRUZILHADA,PTE JOAO DE BARROS,,EM FRENTE A LOJAS AMERICANAS SENTIDO SUBURBIO SEMAFORO 042,COLISÃO,COLISAO ENTRE VAN E MOTO C/V,,1,,,,,,,1,1,-8.0383114,-34.8918376
7806,SEM VÍTIMA,FINALIZADA,2016-08-18,06:34:00,SÃO JOSÉ,RUA DA CONCORDIA,351,CRUZAMENTO COM A RUA TOBIAS BARRETO,COLISÃO,S/V,2,,,,,,,,,0,-8.0669065,-34.8815576
7807,COM VÍTIMA,FINALIZADA,2016-08-18,07:33:00,SANTO AMARO,AV CRUZ CABUGA,,ESQUINA COM RUA DOIS DE JULHO,COLISÃO,COLISÃO ENTRE AUTO E MOTO COM 1 VÍTIMA,1,1,,,,,,,,1,-8.0458417,-34.8757468
7808,SEM VÍTIMA,FINALIZADA,2016-08-18,07:36:00,BOA VISTA,AV JOAO DE BARROS,471,EM FRENTE AO EDIFICIO NOSSA SENHORA DO PILAR,COLISÃO,COLISÃO SEM VÍTIMA,1,,,,,1,,,,0,-8.050512,-34.8901227
7809,SEM VÍTIMA,PENDENTE,2016-08-18,08:27:00,COQUEIRAL,RUA QUINZE DE NOVEMBRO,,DE FRONTE A BILHETERIA  NA ENTRADA  DA ESTAÇÃO DE COQUEIRAL,COLISÃO,COLISÃO   SEM VITIMAS,1,,,,,1,,,,0,-8.091499,-34.9634344
7810,SEM VÍTIMA,PENDENTE,2016-08-18,09:28:00,AFOGADOS,RUA SAO MIGUEL,,PROX  AO  BAR  DO  NÕ  DENTRO  DO POSTO  DE GASOLINA  IPIRANGA,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,,1,,,0,-8.0807445,-34.9158613
7811,SEM VÍTIMA,FINALIZADA,2016-08-18,10:10:00,BOA VISTA,RUA DOM BOSCO,,E/F AO COLÉGIO AMERICANO BATISTA SENTIDO OLINDA. (SEMÁFORO 174),COLISÃO,SEM VÍTIMAS.,2,,,,,,,,,0,-8.0577035,-34.894707
7812,SEM VÍTIMA,FINALIZADA,2016-08-18,11:09:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,3652,EM  FRENTE A LOJA   DELLART,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,1,,,,0,-8.1201003,-34.8985946
7813,SEM VÍTIMA,CANCELADA,2016-08-18,11:52:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,EMBAIXO DO VIADUTO DE TANCREDO NEVES - SENT CIDADE,COLISÃO,S/V,1,,,,,1,,,,0,-8.1134632,-34.912731
7814,SEM VÍTIMA,FINALIZADA,2016-08-18,12:02:00,CABANGA,VIADUTO CAPITAO TEMUDO,,NA DESCIDA DO VIADUTO ANTES DA LOMBADA ELETRONICA PROX. DO SHOPPING RIO MAR SENT. BOA VIAGEM NO SEMAFORO 661,COLISÃO,CAMINHÃO E AUTO,1,,,,,,1,,,0,-8.0781344,-34.8925566
7815,SEM VÍTIMA,FINALIZADA,2016-08-18,12:05:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,E/F GALPÃO DA TUPAN E/F A LOJA RICARDO ELETRO S/T CIDADE,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.1134632,-34.912731
7816,SEM VÍTIMA,FINALIZADA,2016-08-18,12:12:00,CIDADE UNIVERSITÁRIA,AV PROFESSOR LUIZ FREIRE,,E/F AO IFPE SENTIDO BR-101,ENGAVETAMENTO,03 AUTOS,2,,,,,,,1,,0,-8.0580325,-34.951231
7817,COM VÍTIMA,FINALIZADA,2016-08-18,12:25:00,CAJUEIRO,AV BEBERIBE,3195,NA ENTRADA DE CAJUEIRO PARTE ALTA,COLISÃO,COLISAO DE MOTO E  AUTOS COM UMA VITIMA,1,1,,,,,,,,1,-8.0107897,-34.8891861
7818,COM VÍTIMA,FINALIZADA,2016-08-18,12:53:00,IBURA,AV DOIS RIOS,,PX A IGREJA MORMOS,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,1,-8.1147915,-34.9398949
7819,SEM VÍTIMA,FINALIZADA,2016-08-18,13:08:00,TORRE,RUA PROFESSOR TRAJANO DE MENDONCA,,NA RUA DO ATACADO DOS PRESENTES APOS O CARREFOUR SENT. AFOGADOS,COLISÃO,TRES AUTOS,3,,,,,,,,,0,-8.0439988,-34.9093055
7820,SEM VÍTIMA,FINALIZADA,2016-08-18,13:11:00,BOA VISTA,RUA DO PRINCIPE,,E/F DA CATOLICA,COLISÃO,COLISAO DE TRES AUTOS S/V,3,,,,,,,,,0,-8.0577195,-34.8844071
7821,SEM VÍTIMA,FINALIZADA,2016-08-18,14:22:00,ESPINHEIRO,RUA QUARENTA E OITO,525,ESQUINA COM A CONS. PORTELA,COLISÃO,01 AUTO 01 ONIBUS,1,,,,,1,,,,0,-8.0417998,-34.8937911
7822,COM VÍTIMA,FINALIZADA,2016-08-18,14:32:00,MADALENA,AV BEIRA RIO,,E/F A UNIAO DOS VEREADORES DE PERNANBUCO,COLISÃO,COLISAO ENTRE AUTO E MOTO,1,1,,,,,,,,1,-8.0505233,-34.9049889
7823,SEM VÍTIMA,FINALIZADA,2016-08-18,15:22:00,MADALENA,RUA BENFICA,,PROX. DO SUPERMERCADO EXTRA E O CLUBE INTERNACIONAL,COLISÃO,ONIBUS E AUTO,1,,,,,1,,,,0,-8.058062,-34.9051858
7824,COM VÍTIMA,FINALIZADA,2016-08-18,15:25:00,AFOGADOS,AV SUL,,SOB O PONTILHÃO,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,-8.0807224,-34.904701
7825,SEM VÍTIMA,FINALIZADA,2016-08-18,15:32:00,ROSARINHO,RUA ENGENHEIRO SAMPAIO,845,PX A BANCA ROSARINHO,COLISÃO,COLISAO ENTRE AUTOS,2,,,,,,,,,0,-8.033752,-34.8982362
7826,SEM VÍTIMA,FINALIZADA,2016-08-18,15:36:00,IPUTINGA,RUA MAURICIO DE NASSAU,156,PX A CAPELA SANTO ANTONIO,COLISÃO,COLISAO DE CAMINHAO DO EXERCITO COM AUTO,1,,,,,,1,,,0,-8.034874,-34.9410944
7827,SEM VÍTIMA,FINALIZADA,2016-08-18,15:39:00,MACAXEIRA,AV NORTE,,NO FINAL DA AV NORTE PROX DO TERMINAL DA MACAXEIRA S/T CID,COLISÃO,COLISAO DE ONIBUS E MOTO S/V,1,1,,,,,,,,0,-8.0276204,-34.9035067
7828,SEM VÍTIMA,CANCELADA,2016-08-18,16:03:00,SÃO JOSÉ,C SANTA RITA,,SOBRE O VIADUTO DAS 5 PONTAS,COLISÃO,COLISÃO ENVOLVENDO AUTO E MOTO,1,1,,,,,,,,0,-8.0700415,-34.8770185
7829,SEM VÍTIMA,FINALIZADA,2016-08-18,16:23:00,BAIRRO DO RECIFE,CAIS DA ALFANDEGA,,E/F A LIVRARIA CULTURA,COLISÃO,,3,,,,,,,,,0,-8.0651185,-34.8740923
7830,SEM VÍTIMA,FINALIZADA,2016-08-18,16:44:00,VASCO DA GAMA,AV NORTE,,E/F DA MATERNIDADE BARROS LIMA,COLISÃO,COLISAO DE CAMINHAO E AUTO S/V,1,,,,,,1,,,0,-8.0185902,-34.9184612
7831,COM VÍTIMA,FINALIZADA,2016-08-18,16:53:00,IBURA,RUA SOLDADO VIRGILIO LUCIO,,LADEIRA DA UR-04 E/F A PADARIA MONZA,COLISÃO,01 ONIBUS 01 CARRO,1,,,,,1,,,,1,-8.1267217,-34.9466531
7832,SEM VÍTIMA,EM ATENDIMENTO,2016-08-18,17:41:00,GRAÇAS,RUA DO CUPIM,239,DE ESQUINA COM RUA AMELIA EM FRENTE DO RESTAURANTE ANTQUARIO,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0457872,-34.8978683
7833,SEM VÍTIMA,CANCELADA,2016-08-18,17:43:00,PINA,AV ENCANTA MOCA,,CRUZ COM A RUA SÃO LUIZ RUA ANTES DA IGREJINHA DO PINA.,COLISÃO,01 ONIBUS 01 AUTO,1,,,,,1,,,,0,-8.0933037,-34.8867409
7834,SEM VÍTIMA,FINALIZADA,2016-08-18,17:44:00,ENGENHO DO MEIO,RUA BOM PASTOR,,E/F DO CANO DA COMPESA NO SEMAFORO 652,COLISÃO,COLISAO DE QUATRO AUTOS S/V,4,,,,,,,,,0,-8.0501234,-34.9394428
